algorithm,operation,security_level,time_us,run_number,energy_uj
ML-KEM,encaps,768,18487,1,1464.2
ML-KEM,encaps,768,18627,2,1475.3
ML-KEM,encaps,768,18593,3,1472.6
ML-KEM,encaps,768,18578,4,1471.4
ML-KEM,encaps,768,18571,5,1470.8
ML-KEM,encaps,768,18590,6,1472.3
ML-KEM,encaps,768,18566,7,1470.4
ML-KEM,encaps,768,18563,8,1470.2
ML-KEM,encaps,768,18575,9,1471.1
ML-KEM,encaps,768,18576,10,1471.2
ML-KEM,encaps,768,18575,11,1471.1
ML-KEM,encaps,768,18575,12,1471.1
ML-KEM,encaps,768,18585,13,1471.9
ML-KEM,encaps,768,18596,14,1472.8
ML-KEM,encaps,768,18586,15,1472.0
ML-KEM,encaps,768,18564,16,1470.3
ML-KEM,encaps,768,18568,17,1470.6
ML-KEM,encaps,768,18566,18,1470.4
ML-KEM,encaps,768,18577,19,1471.3
ML-KEM,encaps,768,18580,20,1471.5
ML-KEM,encaps,768,18566,21,1470.4
ML-KEM,encaps,768,18574,22,1471.1
ML-KEM,encaps,768,18584,23,1471.9
ML-KEM,encaps,768,18570,24,1470.7
ML-KEM,encaps,768,18586,25,1472.0
ML-KEM,encaps,768,18573,26,1471.0
ML-KEM,encaps,768,18577,27,1471.3
ML-KEM,encaps,768,18576,28,1471.2
ML-KEM,encaps,768,18576,29,1471.2
ML-KEM,encaps,768,18565,30,1470.3
ML-KEM,decaps,768,21954,1,1738.8
ML-KEM,decaps,768,22053,2,1746.6
ML-KEM,decaps,768,22032,3,1744.9
ML-KEM,decaps,768,22047,4,1746.1
ML-KEM,decaps,768,22022,5,1744.1
ML-KEM,decaps,768,22054,6,1746.7
ML-KEM,decaps,768,22055,7,1746.8
ML-KEM,decaps,768,22034,8,1745.1
ML-KEM,decaps,768,22027,9,1744.5
ML-KEM,decaps,768,22025,10,1744.4
ML-KEM,decaps,768,22053,11,1746.6
ML-KEM,decaps,768,22040,12,1745.6
ML-KEM,decaps,768,22056,13,1746.8
ML-KEM,decaps,768,22024,14,1744.3
ML-KEM,decaps,768,22050,15,1746.4
ML-KEM,decaps,768,22033,16,1745.0
ML-KEM,decaps,768,22042,17,1745.7
ML-KEM,decaps,768,22019,18,1743.9
ML-KEM,decaps,768,22032,19,1744.9
ML-KEM,decaps,768,22038,20,1745.4
ML-KEM,decaps,768,22029,21,1744.7
ML-KEM,decaps,768,22033,22,1745.0
ML-KEM,decaps,768,22035,23,1745.2
ML-KEM,decaps,768,22050,24,1746.4
ML-KEM,decaps,768,22040,25,1745.6
ML-KEM,decaps,768,22021,26,1744.1
ML-KEM,decaps,768,22047,27,1746.1
ML-KEM,decaps,768,22039,28,1745.5
ML-KEM,decaps,768,22034,29,1745.1
ML-KEM,decaps,768,22058,30,1747.0
ML-KEM,keygen,1024,25462,1,2016.6
ML-KEM,keygen,1024,25168,2,1993.3
ML-KEM,keygen,1024,25148,3,1991.7
ML-KEM,keygen,1024,25128,4,1990.1
ML-KEM,keygen,1024,25125,5,1989.9
ML-KEM,keygen,1024,25131,6,1990.4
ML-KEM,keygen,1024,25122,7,1989.7
ML-KEM,keygen,1024,25142,8,1991.2
ML-KEM,keygen,1024,25115,9,1989.1
ML-KEM,keygen,1024,25131,10,1990.4
ML-KEM,keygen,1024,25372,11,2009.5
ML-KEM,keygen,1024,25154,12,1992.2
ML-KEM,keygen,1024,25118,13,1989.3
ML-KEM,keygen,1024,25124,14,1989.8
ML-KEM,keygen,1024,25390,15,2010.9
ML-KEM,keygen,1024,25108,16,1988.6
ML-KEM,keygen,1024,25124,17,1989.8
ML-KEM,keygen,1024,25124,18,1989.8
ML-KEM,keygen,1024,25123,19,1989.7
ML-KEM,keygen,1024,25126,20,1990.0
ML-KEM,keygen,1024,25126,21,1990.0
ML-KEM,keygen,1024,25133,22,1990.5
ML-KEM,keygen,1024,25119,23,1989.4
ML-KEM,keygen,1024,25134,24,1990.6
ML-KEM,keygen,1024,25142,25,1991.2
ML-KEM,keygen,1024,25128,26,1990.1
ML-KEM,keygen,1024,25128,27,1990.1
ML-KEM,keygen,1024,25342,28,2007.1
ML-KEM,keygen,1024,25144,29,1991.4
ML-KEM,keygen,1024,25144,30,1991.4
ML-KEM,encaps,1024,28072,1,2223.3
ML-KEM,encaps,1024,28149,2,2229.4
ML-KEM,encaps,1024,28079,3,2223.9
ML-KEM,encaps,1024,28083,4,2224.2
ML-KEM,encaps,1024,28088,5,2224.6
ML-KEM,encaps,1024,28063,6,2222.6
ML-KEM,encaps,1024,28073,7,2223.4
ML-KEM,encaps,1024,28077,8,2223.7
ML-KEM,encaps,1024,28085,9,2224.3
ML-KEM,encaps,1024,28074,10,2223.5
ML-KEM,encaps,1024,28063,11,2222.6
ML-KEM,encaps,1024,28069,12,2223.1
ML-KEM,encaps,1024,28085,13,2224.3
ML-KEM,encaps,1024,28102,14,2225.7
ML-KEM,encaps,1024,28058,15,2222.2
ML-KEM,encaps,1024,28075,16,2223.5
ML-KEM,encaps,1024,28078,17,2223.8
ML-KEM,encaps,1024,28058,18,2222.2
ML-KEM,encaps,1024,28066,19,2222.8
ML-KEM,encaps,1024,28065,20,2222.7
ML-KEM,encaps,1024,28078,21,2223.8
ML-KEM,encaps,1024,28093,22,2225.0
ML-KEM,encaps,1024,28084,23,2224.3
ML-KEM,encaps,1024,28059,24,2222.3
ML-KEM,encaps,1024,28077,25,2223.7
ML-KEM,encaps,1024,28087,26,2224.5
ML-KEM,encaps,1024,28088,27,2224.6
ML-KEM,encaps,1024,28081,28,2224.0
ML-KEM,encaps,1024,28078,29,2223.8
ML-KEM,encaps,1024,28059,30,2222.3
ML-KEM,decaps,1024,32406,1,2566.6
ML-KEM,decaps,1024,32492,2,2573.4
ML-KEM,decaps,1024,32466,3,2571.3
ML-KEM,decaps,1024,32437,4,2569.0
ML-KEM,decaps,1024,32440,5,2569.2
ML-KEM,decaps,1024,32432,6,2568.6
ML-KEM,decaps,1024,32441,7,2569.3
ML-KEM,decaps,1024,32464,8,2571.1
ML-KEM,decaps,1024,32436,9,2568.9
ML-KEM,decaps,1024,32440,10,2569.2
ML-KEM,decaps,1024,32446,11,2569.7
ML-KEM,decaps,1024,32441,12,2569.3
ML-KEM,decaps,1024,32430,13,2568.5
ML-KEM,decaps,1024,32443,14,2569.5
ML-KEM,decaps,1024,32445,15,2569.6
ML-KEM,decaps,1024,32427,16,2568.2
ML-KEM,decaps,1024,32415,17,2567.3
ML-KEM,decaps,1024,32445,18,2569.6
ML-KEM,decaps,1024,32437,19,2569.0
ML-KEM,decaps,1024,32447,20,2569.8
ML-KEM,decaps,1024,32445,21,2569.6
ML-KEM,decaps,1024,32447,22,2569.8
ML-KEM,decaps,1024,32430,23,2568.5
ML-KEM,decaps,1024,32447,24,2569.8
ML-KEM,decaps,1024,32435,25,2568.9
ML-KEM,decaps,1024,32436,26,2568.9
ML-KEM,decaps,1024,32456,27,2570.5
ML-KEM,decaps,1024,32438,28,2569.1
ML-KEM,decaps,1024,32431,29,2568.5
ML-KEM,decaps,1024,32427,30,2568.2
