# PQC Cortex-M0+ Benchmark Suite
# Platform: Raspberry Pi Pico (RP2040, ARM Cortex-M0+ @ 133MHz)
# RAM: 264 KB, Flash: 2 MB
# Runs per operation: 30
#
algorithm,operation,security_level,time_us,run_number
ECDSA-P256,keygen,256,83574,6
ECDSA-P256,keygen,256,83419,7
ECDSA-P256,keygen,256,83041,8
ECDSA-P256,keygen,256,83341,9
ECDSA-P256,keygen,256,83370,10
ECDSA-P256,keygen,256,83661,11
ECDSA-P256,keygen,256,83634,12
ECDSA-P256,keygen,256,83510,13
ECDSA-P256,keygen,256,83801,14
ECDSA-P256,keygen,256,83164,15
ECDSA-P256,keygen,256,83592,16
ECDSA-P256,keygen,256,84127,17
ECDSA-P256,keygen,256,83539,18
ECDSA-P256,keygen,256,84049,19
ECDSA-P256,keygen,256,83840,20
ECDSA-P256,keygen,256,84352,21
ECDSA-P256,keygen,256,83682,22
ECDSA-P256,keygen,256,83722,23
ECDSA-P256,keygen,256,83726,24
ECDSA-P256,keygen,256,83589,25
ECDSA-P256,keygen,256,83941,26
ECDSA-P256,keygen,256,83648,27
ECDSA-P256,keygen,256,84245,28
ECDSA-P256,keygen,256,83966,29
ECDSA-P256,keygen,256,83420,30
# SUMMARY ECDSA-P256 keygen 256: mean=83637 min=82998 max=84352 stddev=336.3 cv=0.40%
ECDSA-P256,sign,256,92352,1
ECDSA-P256,sign,256,92427,2
ECDSA-P256,sign,256,92288,3
ECDSA-P256,sign,256,92984,4
ECDSA-P256,sign,256,92411,5
ECDSA-P256,sign,256,92809,6
ECDSA-P256,sign,256,93034,7
ECDSA-P256,sign,256,92656,8
ECDSA-P256,sign,256,92063,9
ECDSA-P256,sign,256,92150,10
ECDSA-P256,sign,256,92948,11
ECDSA-P256,sign,256,93028,12
ECDSA-P256,sign,256,92473,13
ECDSA-P256,sign,256,92404,14
ECDSA-P256,sign,256,92409,15
ECDSA-P256,sign,256,93168,16
ECDSA-P256,sign,256,93134,17
ECDSA-P256,sign,256,92921,18
ECDSA-P256,sign,256,92539,19
ECDSA-P256,sign,256,92729,20
ECDSA-P256,sign,256,92558,21
ECDSA-P256,sign,256,92753,22
ECDSA-P256,sign,256,92192,23
ECDSA-P256,sign,256,92174,24
ECDSA-P256,sign,256,93154,25
ECDSA-P256,sign,256,92282,26
ECDSA-P256,sign,256,92867,27
ECDSA-P256,sign,256,92057,28
ECDSA-P256,sign,256,92603,29
ECDSA-P256,sign,256,92357,30
# SUMMARY ECDSA-P256 sign 256: mean=92597 min=92057 max=93168 stddev=338.2 cv=0.37%
ECDSA-P256,verify,256,321300,1
ECDSA-P256,verify,256,321309,2
ECDSA-P256,verify,256,321255,3
ECDSA-P256,verify,256,321515,4
ECDSA-P256,verify,256,321372,5
ECDSA-P256,verify,256,321229,6
ECDSA-P256,verify,256,321347,7
ECDSA-P256,verify,256,321318,8
ECDSA-P256,verify,256,321406,9
ECDSA-P256,verify,256,321380,10
ECDSA-P256,verify,256,321407,11
ECDSA-P256,verify,256,321390,12
ECDSA-P256,verify,256,321352,13
ECDSA-P256,verify,256,321173,14
ECDSA-P256,verify,256,321426,15
ECDSA-P256,verify,256,321421,16
ECDSA-P256,verify,256,321305,17
ECDSA-P256,verify,256,321390,18
ECDSA-P256,verify,256,321199,19
ECDSA-P256,verify,256,321344,20
ECDSA-P256,verify,256,321548,21
ECDSA-P256,verify,256,321464,22
ECDSA-P256,verify,256,321260,23
ECDSA-P256,verify,256,321475,24
ECDSA-P256,verify,256,321460,25
ECDSA-P256,verify,256,321238,26
ECDSA-P256,verify,256,321491,27
ECDSA-P256,verify,256,321340,28
ECDSA-P256,verify,256,321361,29
ECDSA-P256,verify,256,321301,30
# SUMMARY ECDSA-P256 verify 256: mean=321359 min=321173 max=321548 stddev=92.1 cv=0.03%
# --- ECDH P-256 ---
ECDH-P256,key_agreement,256,613287,1
ECDH-P256,key_agreement,256,618437,2
ECDH-P256,key_agreement,256,619028,3
ECDH-P256,key_agreement,256,617402,4
ECDH-P256,key_agreement,256,617878,5
ECDH-P256,key_agreement,256,618988,6
ECDH-P256,key_agreement,256,616750,7
ECDH-P256,key_agreement,256,612623,8
ECDH-P256,key_agreement,256,613446,9
ECDH-P256,key_agreement,256,615579,10
ECDH-P256,key_agreement,256,618114,11
ECDH-P256,key_agreement,256,618033,12
ECDH-P256,key_agreement,256,618404,13
ECDH-P256,key_agreement,256,617303,14
ECDH-P256,key_agreement,256,618522,15
ECDH-P256,key_agreement,256,619780,16
ECDH-P256,key_agreement,256,617054,17
ECDH-P256,key_agreement,256,611799,18
ECDH-P256,key_agreement,256,618669,19
ECDH-P256,key_agreement,256,619233,20
ECDH-P256,key_agreement,256,611277,21
ECDH-P256,key_agreement,256,617695,22
ECDH-P256,key_agreement,256,617596,23
ECDH-P256,key_agreement,256,618011,24
ECDH-P256,key_agreement,256,619541,25
ECDH-P256,key_agreement,256,618607,26
ECDH-P256,key_agreement,256,617010,27
ECDH-P256,key_agreement,256,618134,28
ECDH-P256,key_agreement,256,619060,29
ECDH-P256,key_agreement,256,613532,30
# SUMMARY ECDH-P256 key_agreement 256: mean=617026 min=611277 max=619780 stddev=2374.5 cv=0.38%
# === Classical baseline benchmarks complete ===
