algorithm,operation,security_level,time_us,run_number,energy_uj
ML-KEM,keygen,1024,25127,7,1990.1
ML-KEM,keygen,1024,25146,8,1991.6
ML-KEM,keygen,1024,25160,9,1992.7
ML-KEM,keygen,1024,25140,10,1991.1
ML-KEM,keygen,1024,25142,11,1991.2
ML-KEM,keygen,1024,25157,12,1992.4
ML-KEM,keygen,1024,25142,13,1991.2
ML-KEM,keygen,1024,25148,14,1991.7
ML-KEM,keygen,1024,25151,15,1992.0
ML-KEM,keygen,1024,25394,16,2011.2
ML-KEM,keygen,1024,25141,17,1991.2
ML-KEM,keygen,1024,25136,18,1990.8
ML-KEM,keygen,1024,25172,19,1993.6
ML-KEM,keygen,1024,25144,20,1991.4
ML-KEM,keygen,1024,25126,21,1990.0
ML-KEM,keygen,1024,25153,22,1992.1
ML-KEM,keygen,1024,25129,23,1990.2
ML-KEM,keygen,1024,25152,24,1992.0
ML-KEM,keygen,1024,25148,25,1991.7
ML-KEM,keygen,1024,25143,26,1991.3
ML-KEM,keygen,1024,25149,27,1991.8
ML-KEM,keygen,1024,25160,28,1992.7
ML-KEM,keygen,1024,25132,29,1990.5
ML-KEM,keygen,1024,25143,30,1991.3
ML-KEM,encaps,1024,28068,1,2223.0
ML-KEM,encaps,1024,28148,2,2229.3
ML-KEM,encaps,1024,28082,3,2224.1
ML-KEM,encaps,1024,28109,4,2226.2
ML-KEM,encaps,1024,28105,5,2225.9
ML-KEM,encaps,1024,28116,6,2226.8
ML-KEM,encaps,1024,28099,7,2225.4
ML-KEM,encaps,1024,28095,8,2225.1
ML-KEM,encaps,1024,28107,9,2226.1
ML-KEM,encaps,1024,28098,10,2225.4
ML-KEM,encaps,1024,28106,11,2226.0
ML-KEM,encaps,1024,28107,12,2226.1
ML-KEM,encaps,1024,28079,13,2223.9
ML-KEM,encaps,1024,28074,14,2223.5
ML-KEM,encaps,1024,28096,15,2225.2
ML-KEM,encaps,1024,28096,16,2225.2
ML-KEM,encaps,1024,28098,17,2225.4
ML-KEM,encaps,1024,28104,18,2225.8
ML-KEM,encaps,1024,28104,19,2225.8
ML-KEM,encaps,1024,28103,20,2225.8
ML-KEM,encaps,1024,28090,21,2224.7
ML-KEM,encaps,1024,28102,22,2225.7
ML-KEM,encaps,1024,28085,23,2224.3
ML-KEM,encaps,1024,28075,24,2223.5
ML-KEM,encaps,1024,28087,25,2224.5
ML-KEM,encaps,1024,28093,26,2225.0
ML-KEM,encaps,1024,28122,27,2227.3
ML-KEM,encaps,1024,28074,28,2223.5
ML-KEM,encaps,1024,28096,29,2225.2
ML-KEM,encaps,1024,28097,30,2225.3
ML-KEM,decaps,1024,32426,1,2568.1
ML-KEM,decaps,1024,32526,2,2576.1
ML-KEM,decaps,1024,32451,3,2570.1
ML-KEM,decaps,1024,32458,4,2570.7
ML-KEM,decaps,1024,32450,5,2570.0
ML-KEM,decaps,1024,32461,6,2570.9
ML-KEM,decaps,1024,32457,7,2570.6
ML-KEM,decaps,1024,32451,8,2570.1
ML-KEM,decaps,1024,32460,9,2570.8
ML-KEM,decaps,1024,32438,10,2569.1
ML-KEM,decaps,1024,32460,11,2570.8
ML-KEM,decaps,1024,32437,12,2569.0
ML-KEM,decaps,1024,32439,13,2569.2
ML-KEM,decaps,1024,32443,14,2569.5
ML-KEM,decaps,1024,32450,15,2570.0
ML-KEM,decaps,1024,32446,16,2569.7
ML-KEM,decaps,1024,32472,17,2571.8
ML-KEM,decaps,1024,32450,18,2570.0
ML-KEM,decaps,1024,32462,19,2571.0
ML-KEM,decaps,1024,32461,20,2570.9
ML-KEM,decaps,1024,32444,21,2569.6
ML-KEM,decaps,1024,32434,22,2568.8
ML-KEM,decaps,1024,32430,23,2568.5
ML-KEM,decaps,1024,32423,24,2567.9
ML-KEM,decaps,1024,32440,25,2569.2
ML-KEM,decaps,1024,32455,26,2570.4
ML-KEM,decaps,1024,32442,27,2569.4
ML-KEM,decaps,1024,32439,28,2569.2
ML-KEM,decaps,1024,32460,29,2570.8
ML-KEM,decaps,1024,32423,30,2567.9
