# PQC Cortex-M0+ Benchmark Suite
# Platform: Raspberry Pi Pico (RP2040, ARM Cortex-M0+ @ 133MHz)
# RAM: 264 KB, Flash: 2 MB
# Runs per operation: 30
#
algorithm,operation,security_level,time_us,run_number
ML-DSA,sign,44,70191,40
ML-DSA,sign,44,95727,41
ML-DSA,sign,44,70169,42
ML-DSA,sign,44,70160,43
ML-DSA,sign,44,347014,44
ML-DSA,sign,44,208670,45
ML-DSA,sign,44,383333,46
ML-DSA,sign,44,101138,47
ML-DSA,sign,44,157481,48
ML-DSA,sign,44,234182,49
ML-DSA,sign,44,132002,50
ML-DSA,sign,44,70169,51
ML-DSA,sign,44,183158,52
ML-DSA,sign,44,70142,53
ML-DSA,sign,44,439836,54
ML-DSA,sign,44,101090,55
ML-DSA,sign,44,121212,56
ML-DSA,sign,44,152230,57
ML-DSA,sign,44,70154,58
ML-DSA,sign,44,541721,59
ML-DSA,sign,44,208687,60
ML-DSA,sign,44,70151,61
ML-DSA,sign,44,70173,62
ML-DSA,sign,44,126605,63
ML-DSA,sign,44,95770,64
ML-DSA,sign,44,70181,65
ML-DSA,sign,44,70151,66
ML-DSA,sign,44,208522,67
ML-DSA,sign,44,152142,68
ML-DSA,sign,44,70169,69
ML-DSA,sign,44,310571,70
ML-DSA,sign,44,434450,71
ML-DSA,sign,44,121196,72
ML-DSA,sign,44,95671,73
ML-DSA,sign,44,95709,74
ML-DSA,sign,44,295855,75
ML-DSA,sign,44,70171,76
ML-DSA,sign,44,70195,77
ML-DSA,sign,44,70187,78
ML-DSA,sign,44,70176,79
ML-DSA,sign,44,183098,80
ML-DSA,sign,44,126586,81
ML-DSA,sign,44,408718,82
ML-DSA,sign,44,70159,83
ML-DSA,sign,44,132008,84
ML-DSA,sign,44,95686,85
ML-DSA,sign,44,101113,86
ML-DSA,sign,44,219339,87
ML-DSA,sign,44,183039,88
ML-DSA,sign,44,70192,89
ML-DSA,sign,44,126650,90
ML-DSA,sign,44,383399,91
ML-DSA,sign,44,372514,92
ML-DSA,sign,44,177614,93
ML-DSA,sign,44,188558,94
ML-DSA,sign,44,70164,95
ML-DSA,sign,44,70160,96
ML-DSA,sign,44,316051,97
ML-DSA,sign,44,121230,98
ML-DSA,sign,44,95701,99
ML-DSA,sign,44,70149,100
# SUMMARY ML-DSA sign 44: mean=158907 min=70142 max=541721 stddev=107206.9 cv=67.47% (n=100)
ML-DSA,verify,44,43847,1
ML-DSA,verify,44,44011,2
ML-DSA,verify,44,43997,3
ML-DSA,verify,44,43983,4
ML-DSA,verify,44,43991,5
ML-DSA,verify,44,43981,6
ML-DSA,verify,44,43971,7
ML-DSA,verify,44,43962,8
ML-DSA,verify,44,43976,9
ML-DSA,verify,44,44000,10
ML-DSA,verify,44,43974,11
ML-DSA,verify,44,43993,12
ML-DSA,verify,44,43969,13
ML-DSA,verify,44,43978,14
ML-DSA,verify,44,43984,15
ML-DSA,verify,44,43988,16
ML-DSA,verify,44,43990,17
ML-DSA,verify,44,43970,18
ML-DSA,verify,44,43977,19
ML-DSA,verify,44,43975,20
ML-DSA,verify,44,43970,21
ML-DSA,verify,44,43977,22
ML-DSA,verify,44,43986,23
ML-DSA,verify,44,43970,24
ML-DSA,verify,44,43988,25
ML-DSA,verify,44,43996,26
ML-DSA,verify,44,43960,27
ML-DSA,verify,44,43985,28
ML-DSA,verify,44,43988,29
ML-DSA,verify,44,43972,30
# SUMMARY ML-DSA verify 44: mean=43977 min=43847 max=44011 stddev=26.7 cv=0.06%
# CORRECTNESS: ML-DSA-44 signature verifies OK
# STACK ML-DSA keygen 44: 38400 bytes (avail=189768)
# STACK ML-DSA sign 44: 51840 bytes (avail=189768)
# STACK ML-DSA verify 44: 36072 bytes (avail=189768)
# --- ML-DSA-65 (FIPS 204) ---
# PK=1952 SK=4032 SIG=3309 bytes
ML-DSA,keygen,65,68905,1
ML-DSA,keygen,65,68470,2
ML-DSA,keygen,65,68423,3
ML-DSA,keygen,65,68410,4
ML-DSA,keygen,65,68385,5
ML-DSA,keygen,65,68402,6
ML-DSA,keygen,65,68397,7
ML-DSA,keygen,65,68393,8
ML-DSA,keygen,65,68419,9
ML-DSA,keygen,65,68384,10
ML-DSA,keygen,65,68409,11
ML-DSA,keygen,65,68398,12
ML-DSA,keygen,65,68376,13
ML-DSA,keygen,65,68382,14
ML-DSA,keygen,65,68377,15
ML-DSA,keygen,65,68389,16
ML-DSA,keygen,65,68416,17
ML-DSA,keygen,65,68395,18
ML-DSA,keygen,65,68408,19
ML-DSA,keygen,65,68412,20
ML-DSA,keygen,65,68403,21
ML-DSA,keygen,65,68401,22
ML-DSA,keygen,65,68410,23
ML-DSA,keygen,65,68397,24
ML-DSA,keygen,65,68388,25
ML-DSA,keygen,65,68401,26
ML-DSA,keygen,65,68406,27
ML-DSA,keygen,65,68416,28
ML-DSA,keygen,65,68415,29
ML-DSA,keygen,65,68414,30
# SUMMARY ML-DSA keygen 65: mean=68420 min=68376 max=68905 stddev=91.7 cv=0.13%
ML-DSA,sign,65,141997,1
ML-DSA,sign,65,107577,2
ML-DSA,sign,65,107553,3
ML-DSA,sign,65,141892,4
ML-DSA,sign,65,141893,5
ML-DSA,sign,65,150060,6
ML-DSA,sign,65,321901,7
ML-DSA,sign,65,184341,8
ML-DSA,sign,65,107519,9
ML-DSA,sign,65,526172,10
ML-DSA,sign,65,226887,11
ML-DSA,sign,65,441323,12
ML-DSA,sign,65,107501,13
ML-DSA,sign,65,150034,14
ML-DSA,sign,65,952810,15
ML-DSA,sign,65,576871,16
ML-DSA,sign,65,107527,17
ML-DSA,sign,65,269381,18
ML-DSA,sign,65,107499,19
ML-DSA,sign,65,107507,20
ML-DSA,sign,65,141900,21
ML-DSA,sign,65,218839,22
ML-DSA,sign,65,218738,23
ML-DSA,sign,65,107518,24
ML-DSA,sign,65,107491,25
ML-DSA,sign,65,218657,26
ML-DSA,sign,65,176254,27
ML-DSA,sign,65,226738,28
ML-DSA,sign,65,107513,29
ML-DSA,sign,65,184446,30
ML-DSA,sign,65,107524,31
ML-DSA,sign,65,295670,32
ML-DSA,sign,65,277160,33
ML-DSA,sign,65,226787,34
ML-DSA,sign,65,372281,35
ML-DSA,sign,65,823004,36
ML-DSA,sign,65,107503,37
ML-DSA,sign,65,356249,38
ML-DSA,sign,65,295665,39
ML-DSA,sign,65,430779,40
ML-DSA,sign,65,311733,41
ML-DSA,sign,65,107515,42
ML-DSA,sign,65,149949,43
ML-DSA,sign,65,107504,44
ML-DSA,sign,65,107506,45
ML-DSA,sign,65,534060,46
ML-DSA,sign,65,141981,47
ML-DSA,sign,65,141955,48
ML-DSA,sign,65,483633,49
ML-DSA,sign,65,192529,50
ML-DSA,sign,65,149950,51
ML-DSA,sign,65,149911,52
ML-DSA,sign,65,287538,53
ML-DSA,sign,65,277335,54
ML-DSA,sign,65,192360,55
ML-DSA,sign,65,354054,56
ML-DSA,sign,65,319872,57
ML-DSA,sign,65,372369,58
ML-DSA,sign,65,107511,59
ML-DSA,sign,65,141875,60
ML-DSA,sign,65,107490,61
ML-DSA,sign,65,414824,62
ML-DSA,sign,65,456957,63
ML-DSA,sign,65,107503,64
ML-DSA,sign,65,330170,65
ML-DSA,sign,65,430931,66
ML-DSA,sign,65,390793,67
ML-DSA,sign,65,150052,68
ML-DSA,sign,65,107519,69
ML-DSA,sign,65,226749,70
ML-DSA,sign,65,184320,71
ML-DSA,sign,65,576616,72
ML-DSA,sign,65,253183,73
ML-DSA,sign,65,184285,74
ML-DSA,sign,65,149924,75
ML-DSA,sign,65,465360,76
ML-DSA,sign,65,107489,77
ML-DSA,sign,65,107516,78
ML-DSA,sign,65,149965,79
ML-DSA,sign,65,552454,80
ML-DSA,sign,65,141903,81
ML-DSA,sign,65,226852,82
ML-DSA,sign,65,107514,83
ML-DSA,sign,65,261211,84
ML-DSA,sign,65,176314,85
ML-DSA,sign,65,261236,86
ML-DSA,sign,65,107516,87
ML-DSA,sign,65,261184,88
ML-DSA,sign,65,261252,89
ML-DSA,sign,65,295583,90
ML-DSA,sign,65,1027180,91
ML-DSA,sign,65,107497,92
ML-DSA,sign,65,184421,93
ML-DSA,sign,65,150019,94
ML-DSA,sign,65,184320,95
ML-DSA,sign,65,825308,96
ML-DSA,sign,65,149912,97
ML-DSA,sign,65,107493,98
ML-DSA,sign,65,653308,99
ML-DSA,sign,65,107503,100
# SUMMARY ML-DSA sign 65: mean=256617 min=107489 max=1027180 stddev=187696.8 cv=73.14% (n=100)
ML-DSA,verify,65,72110,1
ML-DSA,verify,65,72245,2
ML-DSA,verify,65,72230,3
ML-DSA,verify,65,72190,4
ML-DSA,verify,65,72197,5
ML-DSA,verify,65,72203,6
ML-DSA,verify,65,72187,7
ML-DSA,verify,65,72217,8
ML-DSA,verify,65,72209,9
ML-DSA,verify,65,72231,10
ML-DSA,verify,65,72213,11
ML-DSA,verify,65,72231,12
ML-DSA,verify,65,72204,13
ML-DSA,verify,65,72192,14
ML-DSA,verify,65,72199,15
ML-DSA,verify,65,72202,16
ML-DSA,verify,65,72191,17
ML-DSA,verify,65,72196,18
ML-DSA,verify,65,72212,19
ML-DSA,verify,65,72218,20
ML-DSA,verify,65,72203,21
ML-DSA,verify,65,72198,22
ML-DSA,verify,65,72219,23
ML-DSA,verify,65,72212,24
ML-DSA,verify,65,72212,25
ML-DSA,verify,65,72225,26
ML-DSA,verify,65,72212,27
ML-DSA,verify,65,72206,28
ML-DSA,verify,65,72213,29
ML-DSA,verify,65,72210,30
# SUMMARY ML-DSA verify 65: mean=72206 min=72110 max=72245 stddev=22.4 cv=0.03%
# CORRECTNESS: ML-DSA-65 signature verifies OK
# STACK ML-DSA keygen 65: 61112 bytes (avail=186760)
# STACK ML-DSA sign 65: 79488 bytes (avail=186760)
# STACK ML-DSA verify 65: 57608 bytes (avail=186760)
# --- ML-DSA-87 (FIPS 204) ---
# PK=2592 SK=4896 SIG=4627 bytes
ML-DSA,keygen,87,114984,1
ML-DSA,keygen,87,113347,2
ML-DSA,keygen,87,114749,3
ML-DSA,keygen,87,114489,4
ML-DSA,keygen,87,114498,5
ML-DSA,keygen,87,115228,6
ML-DSA,keygen,87,113502,7
ML-DSA,keygen,87,114489,8
ML-DSA,keygen,87,114474,9
ML-DSA,keygen,87,113760,10
ML-DSA,keygen,87,113737,11
ML-DSA,keygen,87,114974,12
ML-DSA,keygen,87,114002,13
ML-DSA,keygen,87,114489,14
ML-DSA,keygen,87,114239,15
ML-DSA,keygen,87,114003,16
ML-DSA,keygen,87,113994,17
ML-DSA,keygen,87,114232,18
ML-DSA,keygen,87,114987,19
ML-DSA,keygen,87,113747,20
ML-DSA,keygen,87,114247,21
ML-DSA,keygen,87,113500,22
ML-DSA,keygen,87,113278,23
ML-DSA,keygen,87,114005,24
ML-DSA,keygen,87,114002,25
ML-DSA,keygen,87,114232,26
ML-DSA,keygen,87,114984,27
ML-DSA,keygen,87,114725,28
ML-DSA,keygen,87,115211,29
ML-DSA,keygen,87,114715,30
# SUMMARY ML-DSA keygen 87: mean=114294 min=113278 max=115228 stddev=544.3 cv=0.48%
ML-DSA,sign,87,400499,1
ML-DSA,sign,87,439754,2
ML-DSA,sign,87,229175,3
ML-DSA,sign,87,500247,4
ML-DSA,sign,87,521844,5
ML-DSA,sign,87,368185,6
ML-DSA,sign,87,339825,7
ML-DSA,sign,87,229136,8
ML-DSA,sign,87,268301,9
ML-DSA,sign,87,660838,10
ML-DSA,sign,87,168563,11
ML-DSA,sign,87,760312,12
ML-DSA,sign,87,268377,13
ML-DSA,sign,87,561056,14
ML-DSA,sign,87,168559,15
ML-DSA,sign,87,925231,16
ML-DSA,sign,87,168541,17
ML-DSA,sign,87,439535,18
ML-DSA,sign,87,168558,19
ML-DSA,sign,87,168540,20
ML-DSA,sign,87,168548,21
ML-DSA,sign,87,168568,22
ML-DSA,sign,87,168554,23
ML-DSA,sign,87,168546,24
ML-DSA,sign,87,229224,25
ML-DSA,sign,87,229212,26
ML-DSA,sign,87,218549,27
ML-DSA,sign,87,1124503,28
ML-DSA,sign,87,218459,29
ML-DSA,sign,87,168543,30
ML-DSA,sign,87,218470,31
ML-DSA,sign,87,168548,32
ML-DSA,sign,87,168552,33
ML-DSA,sign,87,1174221,34
ML-DSA,sign,87,168586,35
ML-DSA,sign,87,721281,36
ML-DSA,sign,87,339809,37
ML-DSA,sign,87,168545,38
ML-DSA,sign,87,168539,39
ML-DSA,sign,87,578700,40
ML-DSA,sign,87,279110,41
ML-DSA,sign,87,168569,42
ML-DSA,sign,87,814228,43
ML-DSA,sign,87,571587,44
ML-DSA,sign,87,168555,45
ML-DSA,sign,87,168579,46
ML-DSA,sign,87,168566,47
ML-DSA,sign,87,682754,48
ML-DSA,sign,87,389715,49
ML-DSA,sign,87,489590,50
ML-DSA,sign,87,168582,51
ML-DSA,sign,87,411156,52
ML-DSA,sign,87,289771,53
ML-DSA,sign,87,168547,54
ML-DSA,sign,87,378941,55
ML-DSA,sign,87,318331,56
ML-DSA,sign,87,168562,57
ML-DSA,sign,87,831927,58
ML-DSA,sign,87,279138,59
ML-DSA,sign,87,461097,60
ML-DSA,sign,87,229336,61
ML-DSA,sign,87,1124354,62
ML-DSA,sign,87,168550,63
ML-DSA,sign,87,168573,64
ML-DSA,sign,87,329033,65
ML-DSA,sign,87,168527,66
ML-DSA,sign,87,168549,67
ML-DSA,sign,87,168551,68
ML-DSA,sign,87,168555,69
ML-DSA,sign,87,168541,70
ML-DSA,sign,87,340010,71
ML-DSA,sign,87,279169,72
ML-DSA,sign,87,389764,73
ML-DSA,sign,87,400447,74
ML-DSA,sign,87,218552,75
ML-DSA,sign,87,218531,76
ML-DSA,sign,87,650084,77
ML-DSA,sign,87,471974,78
ML-DSA,sign,87,229242,79
ML-DSA,sign,87,168562,80
ML-DSA,sign,87,411222,81
ML-DSA,sign,87,329080,82
ML-DSA,sign,87,218463,83
ML-DSA,sign,87,218536,84
ML-DSA,sign,87,328977,85
ML-DSA,sign,87,1074667,86
ML-DSA,sign,87,289917,87
ML-DSA,sign,87,389820,88
ML-DSA,sign,87,318295,89
ML-DSA,sign,87,168542,90
ML-DSA,sign,87,550238,91
ML-DSA,sign,87,339967,92
ML-DSA,sign,87,461002,93
ML-DSA,sign,87,218538,94
ML-DSA,sign,87,389742,95
ML-DSA,sign,87,389981,96
ML-DSA,sign,87,279262,97
ML-DSA,sign,87,378934,98
ML-DSA,sign,87,218535,99
ML-DSA,sign,87,450274,100
# SUMMARY ML-DSA sign 87: mean=355232 min=168527 max=1174221 stddev=233181.9 cv=65.64% (n=100)
ML-DSA,verify,87,120127,1
ML-DSA,verify,87,120299,2
ML-DSA,verify,87,120237,3
ML-DSA,verify,87,120236,4
ML-DSA,verify,87,120239,5
ML-DSA,verify,87,120226,6
ML-DSA,verify,87,120221,7
ML-DSA,verify,87,120213,8
ML-DSA,verify,87,120235,9
ML-DSA,verify,87,120221,10
ML-DSA,verify,87,120213,11
ML-DSA,verify,87,120225,12
ML-DSA,verify,87,120215,13
ML-DSA,verify,87,120256,14
ML-DSA,verify,87,120232,15
ML-DSA,verify,87,120215,16
ML-DSA,verify,87,120233,17
ML-DSA,verify,87,120218,18
ML-DSA,verify,87,120222,19
ML-DSA,verify,87,120221,20
ML-DSA,verify,87,120225,21
ML-DSA,verify,87,120221,22
ML-DSA,verify,87,120238,23
ML-DSA,verify,87,120223,24
ML-DSA,verify,87,120232,25
ML-DSA,verify,87,120222,26
ML-DSA,verify,87,120219,27
ML-DSA,verify,87,120228,28
ML-DSA,verify,87,120231,29
ML-DSA,verify,87,120234,30
# SUMMARY ML-DSA verify 87: mean=120226 min=120127 max=120299 stddev=24.3 cv=0.02%
# CORRECTNESS: ML-DSA-87 signature verifies OK
# STACK ML-DSA keygen 87: 97792 bytes (avail=183944)
# STACK ML-DSA sign 87: 122496 bytes (avail=183944)
# STACK ML-DSA verify 87: 92712 bytes (avail=183944)
# === ML-DSA benchmarks complete ===
